sku_id,category,weight_kg,temp_req,is_fragile,current_slot,weight_flag,category_median,weight_ratio,decimal_drift_flag,corrupt_weight_flag,ghost_inventory_flag
SKU-10141,Frozen,11.01,Ambient,True,A01-F-01,OK,5.91,1.8629441624365481,False,False,False
SKU-10142,Snacks,113.6,Ambient,False,E14-F-12,Decimal_Drift,6.9399999999999995,16.368876080691642,False,False,False
SKU-10143,Dairy,6.779999999999999,Ambient,False,E08-D-02,Decimal_Drift,6.18,10.970873786407767,True,False,False
SKU-10144,Groceries,10.36,Frozen,False,D18-D-15,OK,5.03,2.059642147117296,False,False,False
SKU-10145,Dairy,6.81,Ambient,False,B22-D-01,OK,6.18,1.1019417475728155,False,False,False
SKU-10146,Snacks,2.04,Frozen,False,B16-E-09,OK,6.9399999999999995,0.2939481268011528,False,False,False
SKU-10147,Snacks,2.29,Ambient,False,C09-B-08,OK,6.9399999999999995,0.329971181556196,False,False,False
SKU-10148,Groceries,8.41,Refrigerated,True,A19-D-14,OK,5.03,1.6719681908548707,False,False,False
SKU-10149,Beverages,9.59,Ambient,False,A16-A-18,OK,5.57,1.7217235188509874,False,False,False
SKU-10150,Health,1.88,Frozen,False,A09-A-14,OK,6.9,0.272463768115942,False,False,False
SKU-10151,Beverages,10.43,Refrigerated,False,B21-C-11,OK,5.57,1.8725314183123876,False,False,False
SKU-10152,Groceries,2.36,Frozen,False,F01-E-02,OK,5.03,0.46918489065606356,False,False,False
SKU-10153,Groceries,9.82,Refrigerated,False,C20-B-11,OK,5.03,1.952286282306163,False,False,False
SKU-10154,Beverages,2.5,Ambient,False,E09-F-14,OK,5.57,0.4488330341113106,False,False,False
SKU-10155,Groceries,6.78,Refrigerated,True,D22-D-09,OK,5.03,1.3479125248508945,False,False,False
SKU-10156,Dairy,0.58,Ambient,False,A07-A-16,OK,6.18,0.09385113268608414,False,False,False
SKU-10157,Dairy,1.54,Ambient,False,A13-B-17,OK,6.18,0.24919093851132687,False,False,False
SKU-10158,Snacks,10.03,Ambient,False,C04-B-11,OK,6.9399999999999995,1.4452449567723342,False,False,False
SKU-10159,Frozen,9.99,Ambient,True,C20-E-08,OK,5.91,1.6903553299492386,False,False,False
SKU-10160,Snacks,1.13,Ambient,False,E22-E-09,OK,6.9399999999999995,0.1628242074927954,False,False,False
SKU-10161,Groceries,4.34,Ambient,False,F06-A-16,OK,5.03,0.8628230616302186,False,False,False
SKU-10162,Snacks,8.26,Refrigerated,False,B18-A-10,OK,6.9399999999999995,1.1902017291066282,False,False,False
SKU-10163,Beverages,3.69,Refrigerated,False,E17-F-01,OK,5.57,0.6624775583482944,False,False,False
SKU-10164,Groceries,5.73,Frozen,False,C21-B-14,OK,5.03,1.1391650099403579,False,False,False
SKU-10165,Dairy,7.3,Frozen,False,C09-A-15,OK,6.18,1.1812297734627832,False,False,False
SKU-10166,Health,4.13,Ambient,False,F14-C-09,OK,6.9,0.5985507246376811,False,False,False
SKU-10167,Dairy,11.89,Frozen,False,C21-F-20,OK,6.18,1.923948220064725,False,False,False
SKU-10168,Snacks,7.44,Refrigerated,True,E22-C-13,OK,6.9399999999999995,1.0720461095100866,False,False,False
SKU-10169,Dairy,7.56,Ambient,False,F06-B-06,OK,6.18,1.2233009708737863,False,False,False
SKU-10170,Dairy,5.08,Ambient,False,D07-D-10,OK,6.18,0.8220064724919094,False,False,False
SKU-10171,Snacks,2.22,Ambient,False,D14-B-19,OK,6.9399999999999995,0.3198847262247839,False,False,False
SKU-10172,Groceries,2.13,Frozen,False,F23-A-20,OK,5.03,0.42345924453280315,False,False,False
SKU-10173,Frozen,0.62,Frozen,False,D02-B-09,OK,5.91,0.10490693739424703,False,False,False
SKU-10174,Frozen,4.08,Ambient,False,C18-C-14,OK,5.91,0.6903553299492385,False,False,False
SKU-10175,Groceries,9.18,Frozen,False,A20-B-13,OK,5.03,1.8250497017892642,False,False,False
SKU-10176,Frozen,9.43,Frozen,False,F11-E-08,OK,5.91,1.5956006768189508,False,False,False
SKU-10177,Beverages,5.16,Frozen,False,D22-D-19,OK,5.57,0.926391382405745,False,False,False
SKU-10178,Beverages,3.93,Frozen,False,B25-F-14,OK,5.57,0.7055655296229802,False,False,False
SKU-10179,Frozen,6.05,Ambient,True,B12-C-13,OK,5.91,1.023688663282572,False,False,False
SKU-10180,Frozen,7.4,Frozen,False,B07-D-13,OK,5.91,1.2521150592216583,False,False,False
SKU-10181,Health,10.82,Refrigerated,False,D15-C-11,OK,6.9,1.5681159420289854,False,False,False
SKU-10182,Groceries,1.06,Ambient,True,D12-B-03,OK,5.03,0.21073558648111332,False,False,False
SKU-10183,Frozen,2.21,Refrigerated,False,B04-F-01,OK,5.91,0.3739424703891709,False,False,False
SKU-10184,Frozen,4.2,Refrigerated,False,B21-A-08,OK,5.91,0.7106598984771574,False,False,False
SKU-10185,Health,7.93,Ambient,True,F10-C-05,OK,6.9,1.1492753623188405,False,False,False
SKU-10186,Beverages,1.63,Ambient,False,F05-E-04,OK,5.57,0.29263913824057447,False,False,False
SKU-10187,Snacks,8.79,Refrigerated,False,A15-F-11,OK,6.9399999999999995,1.2665706051873198,False,False,False
SKU-10188,Health,7.34,Frozen,False,F08-B-19,OK,6.9,1.063768115942029,False,False,False
SKU-10189,Dairy,7.74,Refrigerated,True,A12-D-01,OK,6.18,1.2524271844660195,False,False,False
SKU-10190,Groceries,2.44,Ambient,True,D22-D-19,OK,5.03,0.4850894632206759,False,False,False
SKU-10191,Beverages,3.88,Ambient,False,C09-E-16,OK,5.57,0.696588868940754,False,False,False
SKU-10192,Groceries,11.53,Refrigerated,False,F17-A-02,OK,5.03,2.2922465208747513,False,False,False
SKU-10193,Beverages,6.82,Ambient,False,F18-E-10,OK,5.57,1.2244165170556554,False,False,False
SKU-10194,Frozen,2.5,Frozen,False,B24-F-11,OK,5.91,0.4230118443316413,False,False,False
SKU-10195,Health,5.11,Ambient,True,E08-D-20,OK,6.9,0.7405797101449275,False,False,False
SKU-10196,Snacks,11.44,Refrigerated,False,F18-D-13,OK,6.9399999999999995,1.6484149855907781,False,False,False
SKU-10197,Health,6.74,Frozen,False,D18-E-07,OK,6.9,0.9768115942028985,False,False,False
SKU-10198,Snacks,11.2,Refrigerated,False,C19-A-18,OK,6.9399999999999995,1.6138328530259367,False,False,False
SKU-10199,Snacks,5.1,Ambient,False,E16-A-07,OK,6.9399999999999995,0.7348703170028819,False,False,False
SKU-10200,Snacks,10.22,Frozen,False,D24-A-06,OK,6.9399999999999995,1.4726224783861674,False,False,False
SKU-10201,Health,2.65,Ambient,False,F01-C-10,OK,6.9,0.38405797101449274,False,False,False
SKU-10202,Beverages,4.44,Ambient,False,A01-A-19,OK,5.57,0.7971274685816876,False,False,False
SKU-10203,Snacks,1.11,Refrigerated,False,C21-F-13,OK,6.9399999999999995,0.15994236311239196,False,False,False
SKU-10204,Groceries,4.76,Ambient,False,B21-F-03,OK,5.03,0.9463220675944333,False,False,False
SKU-10205,Snacks,10.39,Ambient,True,A10-D-17,OK,6.9399999999999995,1.4971181556195967,False,False,False
SKU-10206,Health,7.97,Ambient,False,E09-D-16,OK,6.9,1.1550724637681158,False,False,False
SKU-10207,Dairy,7.52,Frozen,False,D15-B-11,OK,6.18,1.2168284789644013,False,False,False
SKU-10208,Beverages,3.29,Refrigerated,False,D13-A-03,OK,5.57,0.5906642728904847,False,False,False
SKU-10209,Groceries,10.71,Frozen,False,E03-F-08,OK,5.03,2.1292246520874754,False,False,False
SKU-10210,Groceries,5.03,Ambient,False,D03-D-18,OK,5.03,1.0,False,False,False
SKU-10211,Frozen,2.09,Ambient,False,A13-A-08,OK,5.91,0.3536379018612521,False,False,False
SKU-10212,Groceries,10.3,Frozen,False,B20-D-15,OK,5.03,2.047713717693837,False,False,False
SKU-10213,Frozen,7.29,Ambient,False,F25-F-01,OK,5.91,1.233502538071066,False,False,False
SKU-10214,Snacks,3.03,Ambient,False,A16-C-16,OK,6.9399999999999995,0.4365994236311239,False,False,False
SKU-10215,Beverages,11.38,Refrigerated,False,E10-F-03,OK,5.57,2.043087971274686,False,False,False
SKU-10216,Health,7.47,Ambient,False,C25-C-08,OK,6.9,1.0826086956521739,False,False,False
SKU-10217,Frozen,4.44,Ambient,False,A21-F-02,OK,5.91,0.751269035532995,False,False,False
SKU-10218,Health,4.71,Frozen,False,B15-E-02,OK,6.9,0.6826086956521739,False,False,False
SKU-10219,Snacks,9.1,Ambient,False,B01-B-14,OK,6.9399999999999995,1.3112391930835736,False,False,False
SKU-10220,Frozen,3.87,Refrigerated,False,F21-C-05,OK,5.91,0.6548223350253807,False,False,False
SKU-10221,Snacks,10.77,Ambient,True,A01-F-05,OK,6.9399999999999995,1.5518731988472623,False,False,False
SKU-10222,Frozen,6.26,Ambient,False,B18-F-09,OK,5.91,1.0592216582064298,False,False,False
SKU-10223,Beverages,10.37,Refrigerated,False,C01-B-20,OK,5.57,1.8617594254937162,False,False,False
SKU-10224,Dairy,2.04,Ambient,False,E04-C-10,OK,6.18,0.3300970873786408,False,False,False
SKU-10225,Groceries,11.99,Ambient,False,C13-C-15,OK,5.03,2.3836978131212723,False,False,False
SKU-10226,Beverages,11.83,Ambient,False,B10-D-04,OK,5.57,2.1238779174147218,False,False,False
SKU-10227,Frozen,3.64,Ambient,False,E14-F-09,OK,5.91,0.6159052453468697,False,False,False
SKU-10228,Dairy,2.43,Refrigerated,False,C01-D-10,OK,6.18,0.3932038834951457,False,False,False
SKU-10229,Dairy,11.5,Ambient,True,F22-F-09,OK,6.18,1.86084142394822,False,False,False
SKU-10230,Beverages,10.07,Frozen,False,B19-D-01,OK,5.57,1.807899461400359,False,False,False
SKU-10231,Dairy,3.74,Frozen,False,B25-E-18,OK,6.18,0.6051779935275081,False,False,False
SKU-10232,Frozen,3.02,Refrigerated,True,D01-F-09,OK,5.91,0.5109983079526227,False,False,False
SKU-10233,Health,10.04,Ambient,False,A03-E-06,OK,6.9,1.4550724637681158,False,False,False
SKU-10234,Health,1.16,Refrigerated,False,F07-D-14,OK,6.9,0.1681159420289855,False,False,False
SKU-10235,Dairy,1.58,Refrigerated,True,E11-F-17,OK,6.18,0.255663430420712,False,False,False
SKU-10236,Groceries,2.11,Ambient,False,E03-B-10,OK,5.03,0.41948310139165007,False,False,False
SKU-10237,Dairy,5.96,Ambient,False,F04-F-14,OK,6.18,0.964401294498382,False,False,False
SKU-10238,Frozen,5.92,Refrigerated,False,E18-C-03,OK,5.91,1.0016920473773265,False,False,False
SKU-10239,Groceries,8.78,Frozen,False,D21-B-14,OK,5.03,1.7455268389662026,False,False,False
SKU-10240,Dairy,3.69,Ambient,False,B25-D-16,OK,6.18,0.5970873786407768,False,False,False
SKU-10241,Health,6.9,Refrigerated,False,A05-B-17,OK,6.9,1.0,False,False,False
SKU-10242,Groceries,5.0,Ambient,False,B14-B-10,OK,5.03,0.9940357852882703,False,False,False
SKU-10243,Snacks,8.8,Refrigerated,False,E04-E-15,OK,6.9399999999999995,1.2680115273775219,False,False,False
SKU-10244,Beverages,2.41,Refrigerated,False,D20-D-19,OK,5.57,0.43267504488330344,False,False,False
SKU-10245,Frozen,4.19,Frozen,False,E11-E-16,OK,5.91,0.7089678510998308,False,False,False
SKU-10246,Frozen,10.98,Ambient,False,E17-E-19,OK,5.91,1.8578680203045685,False,False,False
SKU-10247,Frozen,10.62,Frozen,False,E20-A-09,OK,5.91,1.796954314720812,False,False,False
SKU-10248,Health,9.36,Frozen,False,E23-E-16,OK,6.9,1.3565217391304347,False,False,False
SKU-10249,Health,3.48,Ambient,False,A08-B-17,OK,6.9,0.5043478260869565,False,False,False
SKU-10250,Beverages,4.96,Frozen,False,F25-B-13,OK,5.57,0.8904847396768402,False,False,False
SKU-10251,Snacks,2.61,Refrigerated,False,E23-D-18,OK,6.9399999999999995,0.3760806916426513,False,False,False
SKU-10252,Groceries,8.28,Refrigerated,False,E15-A-20,OK,5.03,1.6461232604373754,False,False,False
SKU-10253,Dairy,6.72,Frozen,False,A25-C-07,OK,6.18,1.087378640776699,False,False,False
SKU-10254,Dairy,6.42,Frozen,False,E21-B-08,OK,6.18,1.0388349514563107,False,False,False
SKU-10255,Beverages,6.76,Ambient,True,C08-A-01,OK,5.57,1.2136445242369838,False,False,False
SKU-10256,Health,11.01,Ambient,False,D07-C-11,OK,6.9,1.5956521739130434,False,False,False
SKU-10257,Beverages,4.79,Frozen,False,E11-E-17,OK,5.57,0.8599640933572711,False,False,False
